               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.028365,            0.012471,            0.019354,             0.79797,             0.94961,             0.98375,             0.70091,            0.028572,            0.012062,            0.019272,           0.0053903,           0.0053903,           0.0053903
                 151,            0.026429,             0.01102,            0.017917,             0.76467,             0.94961,             0.96274,             0.63575,            0.032006,            0.012348,            0.019139,           0.0053594,           0.0053594,           0.0053594
                 152,            0.032963,            0.013064,            0.018022,             0.79847,             0.93942,              0.9788,             0.76116,            0.029615,            0.012014,            0.019986,           0.0053284,           0.0053284,           0.0053284
                 153,            0.028106,            0.012087,            0.017969,              0.8203,             0.94877,             0.97275,             0.70179,            0.027922,            0.012035,            0.019011,           0.0052975,           0.0052975,           0.0052975
                 154,            0.029953,            0.012932,             0.01779,             0.79988,             0.95016,             0.97488,             0.67516,            0.030832,             0.01214,            0.018961,           0.0052666,           0.0052666,           0.0052666
                 155,            0.026061,            0.012757,            0.016884,             0.84855,             0.90273,             0.97408,             0.61131,            0.035713,            0.012999,            0.018874,           0.0052356,           0.0052356,           0.0052356
                 156,            0.033975,            0.013912,            0.017216,             0.87382,             0.89403,             0.97488,             0.63843,            0.030235,             0.01223,            0.018956,           0.0052047,           0.0052047,           0.0052047
                 157,            0.028637,             0.01121,            0.016004,             0.85166,              0.8929,               0.974,             0.72091,            0.030808,            0.012135,            0.018562,           0.0051737,           0.0051737,           0.0051737
                 158,            0.030042,            0.012353,            0.015348,              0.8144,             0.91605,             0.97788,             0.70172,             0.03014,            0.012032,            0.018365,           0.0051428,           0.0051428,           0.0051428
                 159,            0.025803,             0.01142,            0.017768,             0.89748,             0.89041,             0.98055,             0.65192,            0.034133,            0.012316,            0.018031,           0.0051119,           0.0051119,           0.0051119
                 160,            0.032652,            0.012498,            0.016011,             0.89436,             0.89089,             0.98146,             0.72753,            0.029904,            0.011749,            0.017885,           0.0050809,           0.0050809,           0.0050809
                 161,            0.030895,            0.011547,             0.01604,             0.89698,             0.89102,             0.98471,             0.64918,            0.032023,            0.012259,            0.017596,             0.00505,             0.00505,             0.00505
                 162,            0.031019,            0.014683,            0.016693,             0.88709,             0.89286,              0.9838,             0.67645,             0.02943,            0.012154,            0.017427,           0.0050191,           0.0050191,           0.0050191
                 163,            0.026656,            0.011484,            0.013941,             0.79309,             0.89071,              0.9687,              0.6359,             0.03287,            0.012463,            0.016983,           0.0049881,           0.0049881,           0.0049881
                 164,            0.032668,            0.011623,            0.015647,             0.91454,             0.89242,              0.9838,             0.68311,            0.029923,            0.012047,            0.016942,           0.0049572,           0.0049572,           0.0049572
                 165,            0.030599,            0.012052,            0.014291,             0.90019,             0.89324,             0.97744,             0.66676,            0.031276,            0.011957,            0.016667,           0.0049263,           0.0049263,           0.0049263
                 166,            0.029412,            0.012792,            0.014565,             0.87885,             0.90634,             0.98033,             0.73482,            0.029074,            0.011696,            0.016706,           0.0048953,           0.0048953,           0.0048953
                 167,            0.027305,            0.010327,            0.015556,              0.9282,             0.88812,             0.97975,             0.71986,            0.032558,            0.012226,            0.016498,           0.0048644,           0.0048644,           0.0048644
                 168,            0.033754,            0.011418,            0.014361,             0.93747,             0.89044,             0.98471,             0.63965,            0.030838,            0.012291,            0.016621,           0.0048334,           0.0048334,           0.0048334
                 169,            0.028999,            0.012215,             0.01516,             0.91718,             0.90866,             0.98471,              0.7119,            0.028586,            0.011982,            0.016109,           0.0048025,           0.0048025,           0.0048025
                 170,             0.02674,            0.011736,            0.015495,             0.92198,             0.91094,             0.98471,             0.76638,            0.026309,            0.011679,            0.016017,           0.0047716,           0.0047716,           0.0047716
                 171,            0.023245,            0.010746,            0.013829,             0.90377,             0.88897,              0.9838,             0.65355,            0.030389,            0.012175,            0.016253,           0.0047406,           0.0047406,           0.0047406
                 172,            0.030829,            0.014049,            0.014968,             0.89545,             0.91611,             0.98471,             0.67332,            0.028869,            0.011852,            0.016086,           0.0047097,           0.0047097,           0.0047097
                 173,            0.028222,            0.011943,            0.014528,             0.89526,             0.94194,             0.98113,             0.70554,            0.028607,            0.011938,            0.015543,           0.0046788,           0.0046788,           0.0046788
                 174,            0.027733,            0.011091,            0.012325,             0.92335,             0.93904,             0.98471,             0.77181,            0.028692,            0.011654,            0.015374,           0.0046478,           0.0046478,           0.0046478
                 175,            0.027629,            0.013637,            0.017177,             0.88111,             0.93552,             0.97922,             0.65792,            0.031571,            0.011829,            0.015445,           0.0046169,           0.0046169,           0.0046169
                 176,            0.029418,            0.012729,            0.013759,             0.93406,             0.93836,             0.98577,             0.79011,            0.027655,            0.011227,            0.015035,           0.0045859,           0.0045859,           0.0045859
                 177,            0.025967,             0.01233,            0.013291,             0.93346,             0.93881,             0.98577,             0.68814,            0.028766,              0.0117,            0.014797,            0.004555,            0.004555,            0.004555
                 178,            0.027721,            0.011568,            0.015404,             0.93213,               0.952,             0.98471,             0.73313,            0.027632,            0.011381,              0.0145,           0.0045241,           0.0045241,           0.0045241
                 179,             0.02511,            0.010742,            0.013181,              0.9385,             0.95341,             0.98471,             0.69407,            0.032588,            0.012152,            0.014207,           0.0044931,           0.0044931,           0.0044931
                 180,            0.030788,            0.012084,             0.01493,             0.94539,             0.95569,             0.98577,             0.70333,            0.027834,            0.011763,            0.014502,           0.0044622,           0.0044622,           0.0044622
                 181,            0.028806,            0.011771,            0.015204,             0.94703,             0.95229,               0.987,             0.64802,            0.028946,            0.011854,             0.01412,           0.0044313,           0.0044313,           0.0044313
                 182,            0.025337,            0.011374,            0.012282,             0.95082,             0.93999,               0.987,             0.70091,            0.027057,            0.011501,            0.014154,           0.0044003,           0.0044003,           0.0044003
                 183,            0.023965,             0.01003,             0.01383,             0.94342,             0.94194,             0.98845,             0.69343,            0.029096,            0.011724,            0.013582,           0.0043694,           0.0043694,           0.0043694
                 184,            0.029657,            0.012488,             0.01351,             0.94706,             0.92269,             0.98845,             0.70819,            0.028665,            0.011711,            0.013808,           0.0043384,           0.0043384,           0.0043384
                 185,            0.026274,            0.010201,            0.011417,              0.9316,             0.93176,             0.98845,             0.77106,            0.027212,             0.01153,            0.013499,           0.0043075,           0.0043075,           0.0043075
                 186,            0.027214,            0.012026,            0.011333,             0.92712,             0.93694,             0.98845,             0.72829,            0.027901,             0.01152,            0.013419,           0.0042766,           0.0042766,           0.0042766
                 187,            0.024359,            0.012583,            0.012659,             0.94123,             0.91824,             0.98845,             0.74151,            0.028818,            0.011604,            0.013136,           0.0042456,           0.0042456,           0.0042456
                 188,            0.029933,            0.012572,            0.013548,             0.94951,             0.91697,             0.98845,             0.68493,             0.02915,            0.011621,            0.013353,           0.0042147,           0.0042147,           0.0042147
                 189,            0.029814,            0.012337,            0.012386,             0.93979,             0.92633,             0.98845,             0.73708,             0.02905,            0.011616,            0.013197,           0.0041837,           0.0041837,           0.0041837
                 190,            0.029143,            0.010218,            0.014219,              0.9449,              0.9229,             0.98845,             0.71898,            0.027391,            0.011438,            0.013433,           0.0041528,           0.0041528,           0.0041528
                 191,            0.022828,            0.011796,            0.012059,             0.95373,             0.90488,             0.98845,             0.75744,            0.030896,            0.011581,            0.012811,           0.0041219,           0.0041219,           0.0041219
                 192,            0.029613,            0.013006,            0.011957,             0.94446,             0.91387,             0.98845,             0.65884,            0.030285,            0.011639,            0.012719,           0.0040909,           0.0040909,           0.0040909
                 193,            0.026922,            0.010889,            0.012199,             0.94887,              0.9049,             0.98845,             0.76191,            0.026923,            0.011147,            0.012875,             0.00406,             0.00406,             0.00406
                 194,            0.027706,            0.010916,            0.012375,              0.9512,             0.90086,             0.98845,              0.7715,             0.02811,            0.011246,            0.013248,           0.0040291,           0.0040291,           0.0040291
                 195,            0.026021,            0.012202,            0.013276,             0.95517,             0.89752,             0.98845,             0.79855,            0.027575,            0.011162,            0.012998,           0.0039981,           0.0039981,           0.0039981
                 196,            0.024194,            0.011958,            0.010076,             0.95039,             0.90244,             0.98845,             0.72892,            0.028477,            0.011311,            0.012776,           0.0039672,           0.0039672,           0.0039672
                 197,            0.025308,            0.013118,            0.011433,             0.94874,              0.8992,             0.98845,             0.78781,            0.026927,            0.011114,             0.01265,           0.0039362,           0.0039362,           0.0039362
                 198,            0.026702,            0.011413,            0.012098,             0.94535,             0.89696,             0.98845,              0.7565,            0.026795,            0.011097,            0.012708,           0.0039053,           0.0039053,           0.0039053
                 199,             0.02378,            0.010184,            0.011685,              0.9443,              0.8997,               0.987,             0.69394,            0.030061,             0.01148,             0.01249,           0.0038744,           0.0038744,           0.0038744
                 200,            0.028506,            0.011772,            0.012244,             0.93272,             0.90511,               0.987,             0.76314,            0.026472,            0.011042,            0.012479,           0.0038434,           0.0038434,           0.0038434
                 201,             0.02485,            0.012172,            0.011001,             0.91196,             0.90329,               0.987,              0.7236,            0.027252,            0.011353,            0.012639,           0.0038125,           0.0038125,           0.0038125
                 202,            0.026122,            0.011673,             0.01075,             0.93298,             0.90941,             0.98845,             0.66256,            0.026534,            0.011263,             0.01257,           0.0037816,           0.0037816,           0.0037816
                 203,            0.023544,            0.010739,            0.010453,             0.91215,             0.91684,             0.98579,             0.70369,            0.028169,            0.011244,            0.011895,           0.0037506,           0.0037506,           0.0037506
                 204,             0.02794,            0.010556,           0.0097595,             0.93252,              0.9292,              0.9902,             0.77152,            0.026063,            0.010944,            0.011609,           0.0037197,           0.0037197,           0.0037197
                 205,            0.025036,            0.010295,            0.010685,             0.93125,             0.92779,             0.98845,             0.73581,            0.027162,            0.011086,            0.011616,           0.0036888,           0.0036888,           0.0036888
                 206,             0.02535,            0.011752,            0.010059,             0.91887,             0.94309,               0.987,             0.72233,            0.027765,            0.011211,            0.011613,           0.0036578,           0.0036578,           0.0036578
                 207,            0.021972,            0.010432,              0.0103,             0.91239,             0.94511,               0.987,             0.72085,            0.027963,            0.011034,              0.0116,           0.0036269,           0.0036269,           0.0036269
                 208,            0.028899,            0.013151,            0.010765,             0.91046,             0.94521,              0.9838,             0.71818,            0.026363,            0.010923,            0.012037,           0.0035959,           0.0035959,           0.0035959
                 209,            0.027618,            0.011699,             0.01037,             0.91251,             0.95701,             0.98845,             0.72725,            0.027208,            0.010916,            0.011478,            0.003565,            0.003565,            0.003565
                 210,            0.026611,            0.012276,            0.010216,             0.92527,             0.95758,             0.99233,             0.73869,            0.027607,            0.011063,            0.011282,           0.0035341,           0.0035341,           0.0035341
                 211,            0.023171,           0.0089796,            0.008954,             0.92746,             0.95919,              0.9902,             0.71411,            0.028736,            0.011358,            0.011302,           0.0035031,           0.0035031,           0.0035031
                 212,            0.028235,            0.012688,           0.0098727,             0.92525,             0.95931,             0.98845,               0.683,            0.026004,             0.01107,            0.011627,           0.0034722,           0.0034722,           0.0034722
                 213,            0.025229,            0.011455,            0.011607,             0.89394,             0.96232,             0.98365,             0.76278,            0.028289,            0.011221,            0.011469,           0.0034413,           0.0034413,           0.0034413
                 214,            0.024693,            0.010549,            0.011743,             0.93515,             0.96524,             0.99233,             0.73995,            0.026923,            0.010981,            0.011151,           0.0034103,           0.0034103,           0.0034103
                 215,            0.022551,            0.010613,           0.0097263,             0.93155,             0.96256,             0.99233,             0.74556,            0.027492,            0.011023,             0.01119,           0.0033794,           0.0033794,           0.0033794
                 216,            0.027209,             0.01277,            0.010491,             0.92975,             0.96116,             0.99233,              0.7852,            0.025617,            0.010927,            0.011144,           0.0033484,           0.0033484,           0.0033484
                 217,              0.0262,             0.01104,            0.010421,             0.93092,             0.96032,             0.98845,             0.80191,            0.026957,            0.011103,            0.011309,           0.0033175,           0.0033175,           0.0033175
                 218,            0.024323,           0.0099677,           0.0095447,             0.93277,             0.96144,             0.98845,             0.72169,            0.025674,            0.010839,            0.011378,           0.0032866,           0.0032866,           0.0032866
                 219,            0.021823,            0.010725,           0.0091388,             0.92439,             0.96267,             0.99233,             0.79069,            0.026144,            0.010992,            0.010995,           0.0032556,           0.0032556,           0.0032556
                 220,            0.025546,            0.010811,            0.009543,             0.92137,             0.96171,             0.99233,             0.76306,            0.026658,            0.011053,            0.010915,           0.0032247,           0.0032247,           0.0032247
                 221,             0.02379,             0.01055,           0.0095355,             0.91292,             0.95859,             0.99233,             0.71559,            0.024101,            0.010592,            0.010881,           0.0031938,           0.0031938,           0.0031938
                 222,            0.023744,            0.010265,           0.0088703,             0.91647,             0.95998,             0.99233,             0.75291,            0.027691,            0.011063,            0.010789,           0.0031628,           0.0031628,           0.0031628
                 223,            0.021948,            0.011183,           0.0091481,             0.90585,             0.95838,             0.99233,             0.75233,            0.026904,             0.01111,             0.01081,           0.0031319,           0.0031319,           0.0031319
                 224,            0.028463,            0.011384,           0.0098922,             0.90921,              0.9597,             0.99233,             0.78015,            0.024382,            0.010658,            0.010879,           0.0031009,           0.0031009,           0.0031009
                 225,            0.024264,             0.01032,           0.0094776,             0.91141,             0.96145,             0.99233,             0.81941,             0.02519,            0.010799,            0.010899,             0.00307,             0.00307,             0.00307
                 226,            0.026222,            0.011248,            0.009846,             0.91381,             0.96274,             0.98845,             0.76965,             0.02598,            0.010866,            0.010975,           0.0030391,           0.0030391,           0.0030391
                 227,            0.023156,            0.011307,           0.0088868,             0.91901,             0.97927,               0.995,             0.78677,            0.025241,            0.010769,            0.010773,           0.0030081,           0.0030081,           0.0030081
                 228,            0.026567,             0.01128,            0.008638,             0.91436,              0.9767,               0.995,             0.76044,             0.02491,            0.010611,            0.010808,           0.0029772,           0.0029772,           0.0029772
                 229,            0.023464,            0.010191,           0.0091764,              0.9078,             0.94759,             0.99233,             0.75413,            0.025202,            0.010706,            0.011032,           0.0029462,           0.0029462,           0.0029462
                 230,            0.024196,            0.013099,           0.0090871,             0.90073,             0.95579,             0.99233,             0.78692,            0.024866,            0.010506,            0.010899,           0.0029153,           0.0029153,           0.0029153
                 231,            0.021474,            0.011645,           0.0090269,             0.90958,              0.9559,             0.99233,             0.73896,            0.026709,            0.010883,            0.010751,           0.0028844,           0.0028844,           0.0028844
                 232,            0.025675,            0.010318,           0.0081481,             0.93236,             0.97787,               0.995,             0.78472,            0.025055,            0.010681,            0.010478,           0.0028534,           0.0028534,           0.0028534
                 233,            0.024669,            0.010321,           0.0088489,             0.90965,             0.95725,             0.99233,             0.80316,            0.022983,            0.010292,            0.010563,           0.0028225,           0.0028225,           0.0028225
                 234,            0.022673,            0.010447,            0.009627,              0.9104,             0.97369,               0.995,             0.80855,            0.023585,            0.010399,            0.010847,           0.0027916,           0.0027916,           0.0027916
                 235,            0.021898,            0.011496,           0.0086853,              0.9278,             0.98014,               0.995,             0.75998,            0.025596,            0.010649,            0.010583,           0.0027606,           0.0027606,           0.0027606
                 236,            0.022464,            0.010036,           0.0075804,             0.93747,             0.98307,               0.995,             0.81147,            0.023988,             0.01034,             0.01048,           0.0027297,           0.0027297,           0.0027297
                 237,             0.02198,           0.0094896,           0.0085582,              0.9413,             0.98424,               0.995,             0.76839,            0.023581,            0.010494,            0.010444,           0.0026987,           0.0026987,           0.0026987
                 238,            0.022644,            0.011865,            0.007479,              0.9447,             0.98481,               0.995,             0.82011,            0.024333,            0.010551,            0.010198,           0.0026678,           0.0026678,           0.0026678
                 239,            0.021241,            0.011416,           0.0089932,             0.95209,             0.98692,               0.995,             0.78693,            0.024626,            0.010689,           0.0099083,           0.0026369,           0.0026369,           0.0026369
                 240,            0.026792,            0.012395,           0.0090034,             0.95531,             0.98586,               0.995,             0.80243,            0.023919,            0.010523,           0.0099037,           0.0026059,           0.0026059,           0.0026059
                 241,            0.021809,           0.0099387,           0.0085226,             0.95303,             0.98545,               0.995,             0.79401,            0.023883,            0.010527,           0.0099483,            0.002575,            0.002575,            0.002575
                 242,            0.021742,            0.011361,           0.0079816,             0.94636,             0.97144,             0.99233,             0.80489,            0.023892,            0.010555,           0.0098877,           0.0025441,           0.0025441,           0.0025441
                 243,            0.021116,            0.010313,            0.010036,             0.95026,             0.98473,               0.995,             0.75336,            0.025191,            0.010872,           0.0096004,           0.0025131,           0.0025131,           0.0025131
                 244,            0.023314,            0.010399,           0.0083139,             0.94564,             0.98444,               0.995,             0.80142,            0.023885,            0.010759,            0.009668,           0.0024822,           0.0024822,           0.0024822
                 245,             0.02061,           0.0096729,           0.0084488,             0.93967,             0.98389,               0.995,              0.7577,             0.02414,            0.010761,           0.0097744,           0.0024513,           0.0024513,           0.0024513
                 246,            0.023224,            0.010524,           0.0092343,             0.93276,             0.96846,             0.99233,             0.76241,            0.024541,            0.010847,           0.0098808,           0.0024203,           0.0024203,           0.0024203
                 247,             0.02201,           0.0093494,           0.0085072,             0.94753,             0.98689,               0.995,             0.79268,             0.02341,            0.010818,           0.0093086,           0.0023894,           0.0023894,           0.0023894
                 248,            0.023474,           0.0099441,           0.0095188,             0.95027,             0.98727,               0.995,             0.81765,             0.02282,            0.010578,           0.0092033,           0.0023584,           0.0023584,           0.0023584
                 249,             0.02175,            0.010265,           0.0084756,             0.95009,             0.98688,               0.995,             0.80718,            0.024396,            0.010756,           0.0092022,           0.0023275,           0.0023275,           0.0023275
                 250,            0.022351,            0.010485,           0.0076155,             0.95217,             0.98597,               0.995,             0.81488,            0.024184,             0.01066,           0.0091702,           0.0022966,           0.0022966,           0.0022966
                 251,            0.022439,            0.009954,           0.0092154,             0.94379,             0.97176,             0.99233,             0.79094,            0.025001,            0.010731,           0.0093304,           0.0022656,           0.0022656,           0.0022656
                 252,            0.024391,            0.010439,           0.0077075,             0.94367,             0.97163,             0.99233,             0.80206,            0.023437,             0.01054,           0.0096554,           0.0022347,           0.0022347,           0.0022347
                 253,            0.022652,            0.011178,           0.0085522,             0.94605,             0.97375,             0.99233,             0.74969,             0.02431,            0.010796,           0.0096062,           0.0022038,           0.0022038,           0.0022038
                 254,            0.021899,            0.010718,           0.0077759,             0.94714,             0.97348,              0.9902,             0.77191,            0.023931,            0.010763,           0.0095833,           0.0021728,           0.0021728,           0.0021728
                 255,             0.02046,            0.010525,           0.0074843,             0.95078,               0.975,              0.9902,             0.80851,            0.024745,            0.010733,           0.0093338,           0.0021419,           0.0021419,           0.0021419
                 256,            0.023201,             0.01222,            0.006736,             0.94972,               0.975,             0.99233,             0.79178,            0.023199,            0.010515,           0.0093201,           0.0021109,           0.0021109,           0.0021109
                 257,            0.020345,           0.0095534,           0.0078867,             0.95012,               0.975,              0.9902,             0.78564,            0.023961,            0.010769,           0.0093327,             0.00208,             0.00208,             0.00208
                 258,             0.02078,            0.010176,           0.0080518,             0.95015,               0.975,             0.99233,             0.78666,            0.022601,            0.010614,           0.0092617,           0.0020491,           0.0020491,           0.0020491
                 259,            0.019622,           0.0095544,           0.0075288,             0.94877,              0.9734,              0.9902,              0.7825,            0.025303,            0.010818,           0.0093945,           0.0020181,           0.0020181,           0.0020181
                 260,            0.022699,            0.011388,           0.0073711,             0.94647,             0.97179,             0.99233,             0.82805,            0.022531,            0.010336,           0.0094494,           0.0019872,           0.0019872,           0.0019872
                 261,            0.020699,           0.0091142,           0.0075039,             0.94791,             0.97499,              0.9902,             0.77824,            0.024177,            0.010746,           0.0095821,           0.0019563,           0.0019563,           0.0019563
                 262,            0.022286,            0.012439,           0.0078662,             0.94658,              0.9745,             0.98845,             0.79767,             0.02197,             0.01038,           0.0097733,           0.0019253,           0.0019253,           0.0019253
                 263,            0.022231,            0.010576,           0.0081175,             0.94959,             0.97496,             0.98845,             0.79082,            0.024649,            0.010757,           0.0099827,           0.0018944,           0.0018944,           0.0018944
                 264,            0.022608,            0.010979,           0.0071681,              0.9499,             0.97488,             0.98845,             0.81928,            0.022824,             0.01034,           0.0099689,           0.0018634,           0.0018634,           0.0018634
                 265,            0.018776,            0.009419,           0.0078051,             0.95298,             0.97453,               0.987,             0.78246,            0.024655,            0.010677,           0.0098568,           0.0018325,           0.0018325,           0.0018325
                 266,            0.020038,            0.010968,            0.007948,             0.95559,              0.9737,             0.98845,             0.82219,             0.02228,            0.010303,           0.0097332,           0.0018016,           0.0018016,           0.0018016
                 267,             0.01932,           0.0087348,           0.0094157,             0.95792,             0.97267,               0.987,             0.78901,            0.024944,            0.010778,           0.0097881,           0.0017706,           0.0017706,           0.0017706
                 268,            0.021264,             0.01141,           0.0070728,             0.95792,             0.97248,               0.987,             0.79701,            0.022601,             0.01038,           0.0097607,           0.0017397,           0.0017397,           0.0017397
                 269,            0.020241,            0.011082,           0.0063714,             0.95736,             0.97136,               0.987,             0.77446,            0.024077,            0.010698,           0.0098282,           0.0017087,           0.0017087,           0.0017087
                 270,            0.021584,            0.011196,           0.0069624,             0.95721,             0.97178,             0.98845,             0.79838,             0.02247,            0.010269,           0.0098248,           0.0016778,           0.0016778,           0.0016778
                 271,             0.01781,            0.009651,           0.0067468,             0.95988,             0.97405,             0.98845,             0.78402,            0.024487,            0.010557,           0.0096233,           0.0016469,           0.0016469,           0.0016469
                 272,             0.02253,           0.0095812,           0.0082923,             0.95864,               0.975,             0.98845,             0.79452,            0.022812,            0.010246,           0.0096096,           0.0016159,           0.0016159,           0.0016159
                 273,            0.020817,            0.010621,           0.0068901,             0.95889,               0.975,             0.98845,             0.79631,            0.023921,            0.010376,           0.0096313,            0.001585,            0.001585,            0.001585
                 274,            0.020652,            0.009662,           0.0080398,             0.95946,               0.975,             0.98845,             0.81005,            0.022427,            0.010199,           0.0095249,           0.0015541,           0.0015541,           0.0015541
                 275,            0.018296,           0.0093378,           0.0077895,             0.95733,               0.975,               0.987,              0.8262,             0.02326,            0.010319,           0.0095387,           0.0015231,           0.0015231,           0.0015231
                 276,            0.021602,            0.011458,           0.0072225,              0.9558,               0.975,               0.987,             0.81101,            0.022447,            0.010105,            0.009621,           0.0014922,           0.0014922,           0.0014922
                 277,            0.018487,            0.010294,            0.005844,             0.95641,               0.975,             0.98845,             0.81863,            0.023598,            0.010265,           0.0094906,           0.0014612,           0.0014612,           0.0014612
                 278,            0.019474,             0.01049,           0.0067616,             0.95626,               0.975,             0.98845,             0.80633,            0.022675,            0.010128,            0.009383,           0.0014303,           0.0014303,           0.0014303
                 279,            0.018674,           0.0099104,           0.0069598,             0.95674,               0.975,               0.987,              0.7732,            0.023067,            0.010136,           0.0093224,           0.0013994,           0.0013994,           0.0013994
                 280,            0.021382,            0.010642,           0.0071257,             0.95647,               0.975,             0.98845,             0.81257,            0.022366,            0.010052,           0.0091301,           0.0013684,           0.0013684,           0.0013684
                 281,            0.021383,           0.0096701,           0.0076596,             0.95903,               0.975,              0.9902,             0.81405,            0.022284,            0.010021,           0.0089527,           0.0013375,           0.0013375,           0.0013375
                 282,             0.02047,           0.0099122,           0.0066071,             0.95984,               0.975,             0.98845,             0.78789,            0.022217,            0.010086,           0.0089573,           0.0013066,           0.0013066,           0.0013066
                 283,            0.018781,             0.00938,           0.0059678,             0.96184,               0.975,              0.9902,             0.77747,            0.022541,            0.010128,           0.0087971,           0.0012756,           0.0012756,           0.0012756
                 284,            0.021252,           0.0099255,           0.0068088,             0.96173,               0.975,             0.99233,             0.79698,            0.022117,            0.010078,           0.0087799,           0.0012447,           0.0012447,           0.0012447
                 285,            0.020218,           0.0096379,           0.0067314,             0.96207,               0.975,             0.99233,             0.78625,            0.022898,            0.010174,           0.0087135,           0.0012138,           0.0012138,           0.0012138
                 286,            0.021129,            0.011547,           0.0070508,             0.96335,               0.975,             0.99233,             0.78981,            0.022727,            0.010071,           0.0086117,           0.0011828,           0.0011828,           0.0011828
                 287,            0.017462,           0.0094667,           0.0060732,             0.96334,               0.975,             0.99233,               0.837,            0.022174,            0.009922,              0.0084,           0.0011519,           0.0011519,           0.0011519
                 288,            0.019475,            0.010335,           0.0080552,             0.96378,               0.975,             0.99233,             0.81734,            0.022631,            0.010012,           0.0083714,           0.0011209,           0.0011209,           0.0011209
                 289,            0.020728,              0.0105,            0.006669,             0.96433,               0.975,             0.99233,             0.82634,            0.022141,           0.0099411,            0.008345,             0.00109,             0.00109,             0.00109
                 290,            0.019671,           0.0092077,           0.0064399,             0.97105,             0.98285,               0.995,             0.83659,            0.021934,           0.0098705,           0.0082157,           0.0010591,           0.0010591,           0.0010591
                 291,            0.018129,            0.008739,           0.0068475,              0.9622,               0.975,             0.99233,             0.79976,            0.023411,            0.010109,           0.0083279,           0.0010281,           0.0010281,           0.0010281
                 292,            0.020573,           0.0094099,           0.0056018,             0.96111,               0.975,             0.99233,               0.806,            0.022433,            0.009922,           0.0083393,          0.00099719,          0.00099719,          0.00099719
                 293,            0.018069,           0.0096577,           0.0060804,             0.96219,               0.975,             0.99233,             0.83126,            0.022181,           0.0099239,           0.0082409,          0.00096625,          0.00096625,          0.00096625
                 294,            0.019431,            0.009584,           0.0073235,             0.96288,               0.975,             0.99233,             0.81305,            0.022093,           0.0099373,           0.0082363,          0.00093531,          0.00093531,          0.00093531
                 295,            0.020229,             0.01074,           0.0066823,             0.96259,               0.975,             0.99233,             0.79354,            0.023211,            0.010113,           0.0083965,          0.00090438,          0.00090438,          0.00090438
                 296,            0.019439,            0.011211,            0.006112,             0.96204,               0.975,             0.99233,             0.81243,            0.022377,           0.0099812,           0.0084709,          0.00087344,          0.00087344,          0.00087344
                 297,            0.019218,            0.010735,            0.006671,             0.96303,               0.975,             0.99233,             0.81382,             0.02211,           0.0099545,           0.0084286,           0.0008425,           0.0008425,           0.0008425
                 298,               0.019,            0.010233,           0.0077072,             0.96253,               0.975,             0.99233,             0.82285,            0.021747,           0.0099049,           0.0084423,          0.00081156,          0.00081156,          0.00081156
                 299,            0.018906,           0.0098861,           0.0058992,             0.96283,               0.975,             0.99233,             0.79221,             0.02241,            0.010052,           0.0083862,          0.00078062,          0.00078062,          0.00078062
                 300,            0.017996,           0.0086112,           0.0066544,             0.96252,               0.975,             0.99233,             0.80348,            0.021971,           0.0099888,           0.0082649,          0.00074969,          0.00074969,          0.00074969
                 301,            0.018167,           0.0086981,           0.0060599,             0.96175,               0.975,             0.99233,             0.81372,            0.022435,            0.010056,           0.0081951,          0.00071875,          0.00071875,          0.00071875
                 302,            0.018697,           0.0099061,           0.0070119,             0.96665,             0.98348,               0.995,             0.82724,            0.022148,           0.0099754,           0.0080303,          0.00068781,          0.00068781,          0.00068781
                 303,            0.017983,            0.010107,           0.0056062,             0.96694,             0.98341,               0.995,             0.83383,            0.022253,           0.0099659,           0.0080212,          0.00065688,          0.00065688,          0.00065688
                 304,            0.018845,            0.009753,           0.0075103,             0.96712,             0.98353,               0.995,             0.83262,            0.021718,           0.0098534,           0.0079399,          0.00062594,          0.00062594,          0.00062594
                 305,            0.019485,            0.010535,           0.0071634,             0.96863,             0.98445,               0.995,             0.82622,            0.021533,           0.0098534,           0.0077728,            0.000595,            0.000595,            0.000595
                 306,            0.018026,           0.0095237,           0.0053363,              0.9703,             0.98506,               0.995,             0.80631,            0.021808,           0.0099125,           0.0076298,          0.00056406,          0.00056406,          0.00056406
                 307,            0.019175,           0.0096891,           0.0076548,             0.96984,             0.98602,               0.995,             0.80511,            0.022141,            0.009901,           0.0076057,          0.00053312,          0.00053312,          0.00053312
                 308,            0.019609,            0.010362,           0.0066054,             0.96898,             0.98695,               0.995,             0.79357,            0.022668,            0.010006,           0.0075314,          0.00050219,          0.00050219,          0.00050219
                 309,            0.018371,           0.0091126,           0.0064008,              0.9681,             0.98646,               0.995,             0.79882,            0.022336,           0.0099239,           0.0075783,          0.00047125,          0.00047125,          0.00047125
                 310,            0.018348,            0.010561,           0.0065849,             0.96806,             0.98453,               0.995,             0.81167,            0.022025,           0.0098705,           0.0076836,          0.00044031,          0.00044031,          0.00044031
                 311,            0.018672,           0.0098291,           0.0055677,             0.96811,             0.98364,               0.995,             0.80216,            0.021974,           0.0098858,           0.0077225,          0.00040938,          0.00040938,          0.00040938
